A,14
B,2
C,2
D,8
E,13
F,3
G,7
H,13
I,15
J,0
K,1
L,7
M,5
N,10
O,15
P,7
Q,0
R,3
S,15
T,8
U,5
V,0
W,5
X,0
Y,6
Z,0
